name,rating,reviews,ctype,hq,old,employee
"['Fiserv', 'JMC Projects', 'Reliance Digital', 'PolicyBazaar', 'I Process Servic...', 'Poonawalla Finco...', 'PVR Cinemas', 'Aditya Birla Gro...', 'Birla Sun Life I...', 'Sapient Corporat...', 'IndiGo', 'Exide Industries', 'café Coffee day', 'Cogent E Service...', 'KocharTech', 'Honda', 'Bhushan Power & ...', 'Aarti Industries', 'Renault-Nissan', 'R.R. Donnelley', 'ACT Fibernet', 'Micro Labs', 'The Himalaya Dru...', 'ADP Solutions', 'Emcure Pharmaceu...', 'Sterling & Wilso...', 'Big Bazaar', 'Ajanta Pharma', 'Cholamandalam MS...', 'Exide Life Insur...']","['3.9', '4.3', '4.3', '3.7', '4.0', '4.1', '4.4', '4.2', '4.2', '3.9', '3.7', '3.7', '4.1', '3.4', '4.4', '4.1', '4.0', '4.2', '4.1', '4.1', '4.1', '3.8', '4.2', '4.2', '4.0', '4.1', '4.2', '3.9', '4.0', '3.7']","['(1.3k Reviews)', '(1.3k Reviews)', '(1.3k Reviews)', '(1.3k Reviews)', '(1.3k Reviews)', '(1.6k Reviews)', '(1.3k Reviews)', '(12.1k Reviews)', '(1.2k Reviews)', '(1.4k Reviews)', '(1.2k Reviews)', '(2.5k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(2.9k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.3k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.3k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)', '(1.2k Reviews)']","['Private', 'Public', 'Private', 'Private', 'Private', 'Public', 'Public', 'Mumbai,Maharashtra + 175 more', 'Mumbai,Maharashtra + 256 more', 'Private', 'Private', 'Public', 'Private', 'Private', 'Private', 'Private', 'Private', 'Public', 'Chennai,Tamil Nadu + 57 more', 'Private', 'Private', 'Private', 'Private', 'Public', 'Private', 'Private', 'Private', 'Public', 'JV', 'Private']","['Brookfield,Wisconsin + 26 more', 'Mumbai,Maharashtra + 83 more', 'Mumbai,Maharashtra + 194 more', 'Gurgaon,Haryana + 21 more', 'Mumbai,Maharashtra + 184 more', 'Mumbai,Maharashtra + 236 more', 'Gurgaon + 85 more', '165 years old', '22 years old', 'New York,New York + 14 more', 'Boston,Massachusetts + 65 more', 'Kolkata,West Bengal + 155 more', 'Bengaluru,Karnataka + 76 more', 'Noida,Uttar Pradesh + 22 more', 'Gurgaon/Gurugram,Haryana + 19 more', 'Greater Noida,Uttar Pradesh + 155 more', 'Delhi/NCR,New Delhi + 46 more', 'Mumbai,Maharashtra + 29 more', '12 years old', 'Chicago,Illinois + 8 more', 'Daegu,Daegu + 31 more', 'Bangalore/Bengaluru,Karnataka + 91 more', 'San Francisco,California + 135 more', 'Roseland,Louisiana + 10 more', 'Pune + 77 more', 'Mumbai,Maharashtra + 63 more', 'Mumbai,Maharashtra + 147 more', 'Mumbai,Maharashtra + 81 more', 'Chennai,Tamil Nadu + 251 more', 'Bangalore/Bengaluru,Karnataka + 178 more']","['51 years old', '40 years old', '15 years old', '14 years old', '17 years old', '34 years old', '25 years old', '1 Lakh+ Employees (India)', '10k-50k Employees (India)', '32 years old', '17 years old', '75 years old', '26 years old', '18 years old', '27 years old', '37 years old', '52 years old', '47 years old', '5k-10k Employees (India)', '158 years old', '22 years old', '49 years old', '92 years old', '73 years old', '41 years old', '95 years old', '21 years old', '49 years old', '21 years old', '21 years old']","['501-1k Employees (India)', '1k-5k Employees (India)', '1k-5k Employees (India)', '5k-10k Employees (India)', '1k-5k Employees (India)', '5k-10k Employees (India)', '501-1k Employees (India)', nan, nan, '5k-10k Employees (India)', '10k-50k Employees (India)', '1k-5k Employees (India)', '1k-5k Employees (India)', '10k-50k Employees (India)', '5k-10k Employees (India)', '5k-10k Employees (India)', '501-1k Employees (India)', '1k-5k Employees (India)', nan, '5k-10k Employees (India)', '5k-10k Employees (India)', '5k-10k Employees (India)', '1k-5k Employees (India)', '1k-5k Employees (India)', '5k-10k Employees (India)', '1k-5k Employees (India)', '10k-50k Employees (India)', '1k-5k Employees (India)', '50k-1 Lakh Employees (India)', '1k-5k Employees (India)']"
